bloco,question,year,answer,percentage
Perfil,Exerceu trabalho remunerado na última semana,2021,Não,46
Perfil,Exerceu trabalho remunerado na última semana,2021,NS/NR,1
Perfil,Porte do município,2021,Até 50 mil habitantes,31
Perfil,Porte do município,2021,Mais de 50 mil até 500 mil habitantes,37
Perfil,Porte do município,2021,Mais de 500 mil habitantes,32
Perfil,Porte do município,2023,Até 50 mil habitantes,30
Perfil,Porte do município,2023,Mais de 50 mil até 500 mil habitantes,39
Perfil,Porte do município,2023,Mais de 500 mil habitantes,31
Perfil,Unidade da federação,2023,São Paulo,23
Perfil,Unidade da federação,2023,Minas Gerais,10
Perfil,Unidade da federação,2023,Rio de Janeiro,8
Perfil,Unidade da federação,2023,Bahia,7
Perfil,Unidade da federação,2023,Paraná,6
Perfil,Unidade da federação,2023,Rio Grande do Sul,6
Perfil,Unidade da federação,2023,Pernambuco,4
Perfil,Unidade da federação,2023,Ceará,4
Perfil,Unidade da federação,2023,Santa Catarina,4
Perfil,Unidade da federação,2023,Pará,4
Perfil,Unidade da federação,2023,Goiás,3
Perfil,Unidade da federação,2023,Maranhão,3
Perfil,Unidade da federação,2023,Paraíba,2
Perfil,Unidade da federação,2023,Espírito Santo,2
Perfil,Unidade da federação,2023,Amazonas,2
Perfil,Unidade da federação,2023,Mato Grosso,2
Perfil,Unidade da federação,2023,Rio Grande do Norte,2
Perfil,Unidade da federação,2023,Piauí,2
Perfil,Unidade da federação,2023,Alagoas,2
Perfil,Unidade da federação,2023,Distrito Federal,1
Perfil,Unidade da federação,2023,Mato Grosso do Sul,1
Perfil,Unidade da federação,2023,Sergipe,1
Perfil,Unidade da federação,2023,Rondônia,1
Perfil,Unidade da federação,2023,Tocantins,1
Perfil,Unidade da federação,2023,Acre,0
Perfil,Unidade da federação,2023,Amapá,0
Perfil,Unidade da federação,2023,Roraima,0
Perfil,Renda familiar em salários mínimos,2023,Até 2,57
Perfil,Renda familiar em salários mínimos,2023,Entre 2 e 6,24
Perfil,Renda familiar em salários mínimos,2023,Mais de 6,9
Perfil,Renda familiar em salários mínimos,2023,NS/NR,10
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Denunciar,36
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Intensificar as campanhas para divulgação dos direitos das mulheres,21
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Melhorar a assistência às vítimas,14
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Capacitar lideranças comunitárias para que possam intervir nas emergências,10
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Outras,8
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Estimular o debate social sobre o tema,6
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Dividir de forma mais equilibrada as responsabilidades domésticas,4
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,NS/NR,1
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Intensificar as campanhas para divulgação dos direitos das mulheres,34
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Denunciar,30
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,NS/NR,3
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Melhorar a assistência às vítimas,26
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Estimular o debate social sobre o tema,20
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Capacitar lideranças comunitárias para que possam intervir nas emergências,15
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Outras,13
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Dividir de forma mais equilibrada as responsabilidades domésticas,12
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2009,A vítima,47
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2009,Qualquer pessoa que tenha conhecimento do fato,46
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2009,As pessoas que presenciaram a agressão,19
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2011,A vítima,48
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2011,Qualquer pessoa que tenha conhecimento do fato,41
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2011,As pessoas que presenciaram a agressão,21
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2013,A vítima,61
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2013,Qualquer pessoa que tenha conhecimento do fato,60
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2013,As pessoas que presenciaram a agressão,34
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2015,Qualquer pessoa que tenha conhecimento do fato,64
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2015,A vítima,59
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2015,As pessoas que presenciaram a agressão,33
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2011,Sim,81
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2011,Não,15
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2011,NS/NR,4
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2013,Sim,88
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2013,Não,9
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2013,NS/NR,3
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2015,Sim,89
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2015,Não,8
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2015,NS/NR,2
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2017,Não,8
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2017,NS/NR,2
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2017,Sim,90
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2019,Sim,61
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2019,Dependendo da situação,32
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2019,Não,6
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2019,NS/NR,1
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2017,Muito machista,69
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2017,Nada machista,2
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2017,Pouco machista,28
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2017,NS/NR,1
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2019,Muito machista,71
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2019,Pouco machista,25
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2019,Nada machista,2
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2019,NS/NR,2
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2021,Muito machista,71
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2021,Pouco machista,25
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2021,Nada machista,3
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2021,NS/NR,2
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2023,Muito machista,62
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2023,Pouco machista,32
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2023,Nada machista,4
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2023,NS/NR,2
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Discutir o tema da violência contra mulher nas escolas,16
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Aumentar serviçps de atendimento para mulheres em situação de violência,10
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Realizar campanhas contra violência,9
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Aumentar punição para agressores,60
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Outra. Qual?,2
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,NS/NR,2
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas se você não corresse risco,36
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas em situações graves,33
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas se a vítima concordasse,29
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas se conhecesse a vítima,17
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Outra situação,2
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas por denúncia anônima,2
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,NS/NR,2
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Todas,1
Características gerais dos moradores / dos domicílios,Você tem filhos?,2017,Sim,76
Características gerais dos moradores / dos domicílios,Você tem filhos?,2017,Não,23
Características gerais dos moradores / dos domicílios,Você tem filhos?,2017,NS/NR,0
Características gerais dos moradores / dos domicílios,Você tem filhos?,2021,Sim,78
Características gerais dos moradores / dos domicílios,Você tem filhos?,2021,Não,22
Características gerais dos moradores / dos domicílios,Você tem filhos?,2021,NS/NR,0
Características gerais dos moradores / dos domicílios,Você tem filhos?,2023,Sim,76
Características gerais dos moradores / dos domicílios,Você tem filhos?,2023,Não,24
Características gerais dos moradores / dos domicílios,Você tem filhos?,2023,NS/NR,0
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,1 pessoa,9
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,2 pessoas,23
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,3 pessoas,28
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,4 pessoas,21
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,5 ou mais,19
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,NS/NR,0
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2021,1 pessoa,8
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2021,2 pessoas,24
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2021,3 pessoas,25
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2021,4 pessoas,21
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2021,5 ou mais,22
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2021,NS/NR,1
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2023,1 pessoa,8
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2023,2 pessoas,26
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2023,3 pessoas,25
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2023,4 pessoas,21
