bloco,question,year,answer,percentage,category_translated,question_translated,answer_translated,total_answers
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2019,Dependendo da situação,32,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",Depending on the situation,768
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2019,Não,6,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",No,144
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2019,NS/NR,1,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",NS/NR,24
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2017,Muito machista,69,Society and domestic and family violence,"In general, you consider Brazil a country:",Very macho,770
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2017,Nada machista,2,Society and domestic and family violence,"In general, you consider Brazil a country:",Numbered,22
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2017,Pouco machista,28,Society and domestic and family violence,"In general, you consider Brazil a country:",Uncommon,312
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2017,NS/NR,1,Society and domestic and family violence,"In general, you consider Brazil a country:",NS/NR,11
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2019,Muito machista,71,Society and domestic and family violence,"In general, you consider Brazil a country:",Very macho,1704
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2019,Pouco machista,25,Society and domestic and family violence,"In general, you consider Brazil a country:",Uncommon,600
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2019,Nada machista,2,Society and domestic and family violence,"In general, you consider Brazil a country:",Numbered,48
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2019,NS/NR,2,Society and domestic and family violence,"In general, you consider Brazil a country:",NS/NR,48
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2021,Muito machista,71,Society and domestic and family violence,"In general, you consider Brazil a country:",Very macho,2130
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2021,Pouco machista,25,Society and domestic and family violence,"In general, you consider Brazil a country:",Uncommon,750
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2021,Nada machista,3,Society and domestic and family violence,"In general, you consider Brazil a country:",Numbered,90
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2021,NS/NR,2,Society and domestic and family violence,"In general, you consider Brazil a country:",NS/NR,60
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2023,Muito machista,62,Society and domestic and family violence,"In general, you consider Brazil a country:",Very macho,13507
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2023,Pouco machista,32,Society and domestic and family violence,"In general, you consider Brazil a country:",Uncommon,6971
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2023,Nada machista,4,Society and domestic and family violence,"In general, you consider Brazil a country:",Numbered,871
A sociedade e a violência doméstica e familiar,"De forma geral, você considera o Brasil um país:",2023,NS/NR,2,Society and domestic and family violence,"In general, you consider Brazil a country:",NS/NR,435
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Discutir o tema da violência contra mulher nas escolas,16,Society and domestic and family violence,"In your opinion, what is the main way to reduce violence against women?",Discuss the theme of violence against women in schools,384
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Aumentar serviçps de atendimento para mulheres em situação de violência,10,Society and domestic and family violence,"In your opinion, what is the main way to reduce violence against women?",Increase service services for women in situations of violence,240
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Realizar campanhas contra violência,9,Society and domestic and family violence,"In your opinion, what is the main way to reduce violence against women?",Conduct campaigns against violence,216
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Aumentar punição para agressores,60,Society and domestic and family violence,"In your opinion, what is the main way to reduce violence against women?",Increase punishment for aggressors,1440
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,Outra. Qual?,2,Society and domestic and family violence,"In your opinion, what is the main way to reduce violence against women?",Other. Which?,48
A sociedade e a violência doméstica e familiar,"Em sua opinião, qual é a principal forma de diminuir a violência contra a mulher?",2019,NS/NR,2,Society and domestic and family violence,"In your opinion, what is the main way to reduce violence against women?",NS/NR,48
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas se você não corresse risco,36,Society and domestic and family violence,In what situations would you report?,Only if you didn't risk,864
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas em situações graves,33,Society and domestic and family violence,In what situations would you report?,Only in serious situations,792
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas se a vítima concordasse,29,Society and domestic and family violence,In what situations would you report?,Only if the victim agreed,696
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas se conhecesse a vítima,17,Society and domestic and family violence,In what situations would you report?,Only if you knew the victim,408
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Outra situação,2,Society and domestic and family violence,In what situations would you report?,Another situation,48
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Apenas por denúncia anônima,2,Society and domestic and family violence,In what situations would you report?,Only for anonymous denunciation,48
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,NS/NR,2,Society and domestic and family violence,In what situations would you report?,NS/NR,48
A sociedade e a violência doméstica e familiar,Em que situações você denunciaria?,2019,Todas,1,Society and domestic and family violence,In what situations would you report?,All,24
Características gerais dos moradores / dos domicílios,Você tem filhos?,2017,Sim,76,General characteristics of residents / households,Do you have children?,Yes,848
Características gerais dos moradores / dos domicílios,Você tem filhos?,2017,Não,23,General characteristics of residents / households,Do you have children?,No,256
Características gerais dos moradores / dos domicílios,Você tem filhos?,2017,NS/NR,0,General characteristics of residents / households,Do you have children?,NS/NR,0
Características gerais dos moradores / dos domicílios,Você tem filhos?,2021,Sim,78,General characteristics of residents / households,Do you have children?,Yes,2340
Características gerais dos moradores / dos domicílios,Você tem filhos?,2021,Não,22,General characteristics of residents / households,Do you have children?,No,660
Características gerais dos moradores / dos domicílios,Você tem filhos?,2021,NS/NR,0,General characteristics of residents / households,Do you have children?,NS/NR,0
Características gerais dos moradores / dos domicílios,Você tem filhos?,2023,Sim,76,General characteristics of residents / households,Do you have children?,Yes,16558
Características gerais dos moradores / dos domicílios,Você tem filhos?,2023,Não,24,General characteristics of residents / households,Do you have children?,No,5228
Características gerais dos moradores / dos domicílios,Você tem filhos?,2023,NS/NR,0,General characteristics of residents / households,Do you have children?,NS/NR,0
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,1 pessoa,9,General characteristics of residents / households,"Counting on you, how many people live in your house?",1 person,216
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,2 pessoas,23,General characteristics of residents / households,"Counting on you, how many people live in your house?",2 people,552
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,3 pessoas,28,General characteristics of residents / households,"Counting on you, how many people live in your house?",3 people,672
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,4 pessoas,21,General characteristics of residents / households,"Counting on you, how many people live in your house?",4 people,504
Características gerais dos moradores / dos domicílios,"Contando com você, quantas pessoas moram na sua casa?",2019,5 ou mais,19,General characteristics of residents / households,"Counting on you, how many people live in your house?",5 or more,456
